"firm","employee","sex","age","staging.date","months.enrolled","debt"
"314/WG917",62832,"Male",43,2016-06-01,29,1655.86
"314/WG917",62833,"Female",33,2016-06-01,29,0
"314/WG917",62834,"Male",52,2016-06-01,29,0
"314/ZU148",57625,"Male",48,2016-11-01,24,10973.06
"314/ZU148",57626,"Female",43,2016-11-01,24,1251.86
"314/ZU148",57627,"Female",32,2016-11-01,24,3391.28
"315/BT720",29415,"Female",32,2016-06-01,29,964.53
"315/BT720",29416,"Female",48,2016-06-01,29,0
"315/BT720",29417,"Female",41,2016-06-01,29,760.81
"315/BT720",29418,"Male",34,2016-06-01,29,1810.73
"315/BT720",29419,"Male",46,2016-06-01,29,1389.43
"315/DO491",47323,"Male",30,2017-04-01,19,444.18
"315/DO491",47324,"Male",58,2017-04-01,19,2684.64
"315/DO491",47325,"Male",44,2017-04-01,19,9507.04
"315/DP689",60292,"Male",33,2017-04-01,19,1276.87
"315/DP689",60293,"Male",56,2017-04-01,19,0
"315/DP689",60294,"Male",34,2017-04-01,19,1118.52
"315/ES854",40378,"Male",34,2016-11-01,24,0
"315/ES854",40379,"Male",44,2016-11-01,24,0
"315/ES854",40380,"Male",47,2016-11-01,24,0
"315/ES854",40381,"Female",57,2016-11-01,24,0
"315/ES854",40382,"Female",36,2016-11-01,24,935.04
"315/ES854",40383,"Male",53,2016-11-01,24,989.81
"315/FE354",8590,"Male",42,2016-11-01,24,1624.18
"315/FE354",8591,"Male",46,2016-11-01,24,0
"315/FE354",8592,"Female",44,2016-11-01,24,0
"315/FE354",8593,"Male",41,2016-11-01,24,2142.65
"315/FE354",8594,"Male",49,2016-11-01,24,0
"315/FE354",8595,"Male",48,2016-11-01,24,3303.88
"315/FH673",31523,"Female",27,2017-02-01,21,489.9
"315/FH673",31524,"Male",39,2017-02-01,21,1732.56
"315/FH673",31525,"Male",47,2017-02-01,21,1857.73
"315/FH673",31526,"Male",42,2017-02-01,21,4672.42
"315/FH673",31527,"Male",60,2017-02-01,21,3355.35
"315/FH673",31528,"Female",21,2017-02-01,21,2234.86
"315/FH673",31529,"Female",29,2017-02-01,21,0
"315/FI441",18676,"Male",32,2016-10-01,25,3696.83
"315/FI441",18677,"Female",35,2016-10-01,25,0
"315/FI441",18678,"Male",43,2016-10-01,25,0
"315/FI441",18679,"Female",33,2016-10-01,25,1267.64
"315/FI441",18680,"Male",43,2016-10-01,25,0
"315/GN694",23813,"Male",40,2017-04-01,19,677.75
"315/GN694",23814,"Female",32,2017-04-01,19,0
"315/GN694",23815,"Female",35,2017-04-01,19,707.96
"315/HR682",6074,"Male",46,2017-02-01,21,2916.59
"315/HR682",6075,"Female",60,2017-02-01,21,1307.92
"315/HR682",6076,"Male",46,2017-02-01,21,3166.31
"315/HR682",6077,"Female",43,2017-02-01,21,0
"315/IE271",2716,"Female",39,2017-02-01,21,1099.93
"315/IE271",2717,"Male",26,2017-02-01,21,1615.4
"315/IE271",2718,"Male",38,2017-02-01,21,0
"315/IE271",2719,"Male",34,2017-02-01,21,1522.23
"315/IE271",2720,"Female",44,2017-02-01,21,0
"315/IE271",2721,"Female",41,2017-02-01,21,0
"315/IE271",2722,"Male",35,2017-02-01,21,2727.14
"315/IE271",2723,"Male",45,2017-02-01,21,0
"315/IY301",50819,"Male",51,2016-03-01,32,0
"315/IY301",50820,"Male",46,2016-03-01,32,1320.67
"315/IY301",50821,"Female",54,2016-03-01,32,0
"315/IY301",50822,"Female",47,2016-03-01,32,1368.49
"315/IY301",50823,"Male",43,2016-03-01,32,2158.08
"315/JQ345",25055,"Male",48,2016-10-01,25,721.08
"315/JQ345",25056,"Male",33,2016-10-01,25,0
"315/JQ345",25057,"Female",31,2016-10-01,25,1162.03
"315/JQ345",25058,"Female",28,2016-10-01,25,4945.34
"315/LG906",67371,"Male",32,2016-02-01,33,600.13
"315/LG906",67372,"Female",50,2016-02-01,33,682.48
"315/LG906",67373,"Male",41,2016-02-01,33,0
"315/LG906",67374,"Male",33,2016-02-01,33,2200.9
"315/LX348",42489,"Male",40,2016-11-01,24,0
"315/LX348",42490,"Male",49,2016-11-01,24,517.29
"315/LX348",42491,"Female",49,2016-11-01,24,2765.22
"315/LX348",42492,"Male",43,2016-11-01,24,2761.69
"315/LX348",42493,"Female",37,2016-11-01,24,0
"315/NS747",38691,"Male",41,2016-11-01,24,1191.11
"315/NS747",38692,"Male",46,2016-11-01,24,1737.84
"315/NS747",38693,"Male",40,2016-11-01,24,2252.13
"315/NS747",38694,"Female",50,2016-11-01,24,3061.67
"315/RC267",16669,"Female",31,2017-01-01,22,0
"315/RC267",16670,"Female",35,2017-01-01,22,711.26
"315/RC267",16671,"Female",36,2017-01-01,22,498.81
"315/RC267",16672,"Female",41,2017-01-01,22,0
"315/RC267",16673,"Male",49,2017-01-01,22,0
"315/RC267",16674,"Female",50,2017-01-01,22,2025.14
"315/RC267",16675,"Male",55,2017-01-01,22,774.7
"315/SM943",57944,"Male",42,2016-10-01,25,0
"315/SM943",57945,"Female",23,2016-10-01,25,0
"315/SM943",57946,"Female",54,2016-10-01,25,0
"315/SM943",57947,"Female",57,2016-10-01,25,5767.84
"315/TM163",24728,"Male",53,2017-01-01,22,0
"315/TM163",24729,"Male",41,2017-01-01,22,0
"315/TM163",24730,"Male",60,2017-01-01,22,448.99
"315/TM163",24731,"Male",40,2017-01-01,22,1749.14
"315/TM163",24732,"Female",29,2017-01-01,22,0
"315/TM163",24733,"Female",60,2017-01-01,22,4205.34
"315/WA363",1789,"Male",40,2017-01-01,22,959.61
"315/WA363",1790,"Male",34,2017-01-01,22,0
"315/WA363",1791,"Male",52,2017-01-01,22,1538.47
"315/WA363",1792,"Male",30,2017-01-01,22,1372.37
"315/WP710",62655,"Male",53,2016-03-01,32,0
"315/WP710",62656,"Female",60,2016-03-01,32,2027.24
"315/WP710",62657,"Male",45,2016-03-01,32,0
"315/WP710",62658,"Female",42,2016-03-01,32,0
"315/WP710",62659,"Male",32,2016-03-01,32,1935.5
"315/WY296",64836,"Male",22,2017-04-01,19,923.32
"315/WY296",64837,"Male",34,2017-04-01,19,3059.77
"315/WY296",64838,"Male",64,2017-04-01,19,0
"315/WY296",64839,"Female",39,2017-04-01,19,0
"315/WY296",64840,"Female",53,2017-04-01,19,674.84
"315/WY296",64841,"Female",64,2017-04-01,19,0
"315/WY296",64842,"Male",25,2017-04-01,19,0
"315/XM636",18074,"Female",37,2016-08-01,27,0
"315/XM636",18075,"Male",33,2016-08-01,27,512.24
"315/XM636",18076,"Male",45,2016-08-01,27,1608.66
"315/XM636",18077,"Male",58,2016-08-01,27,0
"315/XM636",18078,"Male",35,2016-08-01,27,2438.66
"316/BE626",72324,"Male",57,2016-07-01,28,2085.95
"316/BE626",72325,"Female",62,2016-07-01,28,2245.92
"316/BE626",72326,"Male",36,2016-07-01,28,4983.38
"316/BE626",72327,"Male",50,2016-07-01,28,1493.98
"316/BE626",72328,"Female",38,2016-07-01,28,0
"316/BE626",72329,"Male",33,2016-07-01,28,1698.73
"316/BE626",72330,"Female",54,2016-07-01,28,760.11
"316/CI554",36539,"Female",43,2016-11-01,24,1746.18
"316/CI554",36540,"Male",43,2016-11-01,24,1553.35
"316/CI554",36541,"Male",37,2016-11-01,24,0
"316/CI554",36542,"Male",30,2016-11-01,24,705.66
"316/CI554",36543,"Female",49,2016-11-01,24,1759.83
"316/HD901",52574,"Female",26,2016-03-01,32,757
"316/HD901",52575,"Male",31,2016-03-01,32,2971.55
"316/HD901",52576,"Female",38,2016-03-01,32,0
"316/HE871",60826,"Male",28,2017-02-01,21,1310.31
"316/HE871",60827,"Male",59,2017-02-01,21,0
"316/HE871",60828,"Male",28,2017-02-01,21,0
"316/HE871",60829,"Male",43,2017-02-01,21,1547.41
"316/HE871",60830,"Male",32,2017-02-01,21,0
"316/HE871",60831,"Male",38,2017-02-01,21,0
"316/HL295",59183,"Male",35,2017-04-01,19,3322.21
"316/HL295",59184,"Female",50,2017-04-01,19,2301.1
"316/HL295",59185,"Male",59,2017-04-01,19,495.02
"316/HL295",59186,"Male",49,2017-04-01,19,965.46
"316/HL295",59187,"Male",44,2017-04-01,19,0
"316/HL295",59188,"Male",38,2017-04-01,19,887.12
"316/HV721",74634,"Female",45,2016-06-01,29,0
"316/HV721",74635,"Female",57,2016-06-01,29,665.14
"316/HV721",74636,"Male",35,2016-06-01,29,217.48
"316/HV721",74637,"Male",29,2016-06-01,29,406.2
"316/HV721",74638,"Male",53,2016-06-01,29,739.95
"316/HV721",74639,"Female",33,2016-06-01,29,682.78
"316/IF108",76948,"Male",41,2016-03-01,32,0
"316/IF108",76949,"Male",49,2016-03-01,32,0
"316/IF108",76950,"Female",34,2016-03-01,32,291.53
"316/IF108",76951,"Male",24,2016-03-01,32,0
"316/IF108",76952,"Female",36,2016-03-01,32,3025.33
"316/KM486",66780,"Female",42,2017-04-01,19,0
"316/KM486",66781,"Male",42,2017-04-01,19,0
"316/KM486",66782,"Female",30,2017-04-01,19,0
"316/KM486",66783,"Female",39,2017-04-01,19,2363.69
"316/NC885",4488,"Female",33,2017-04-01,19,427.87
"316/NC885",4489,"Male",44,2017-04-01,19,2413.89
"316/NC885",4490,"Male",39,2017-04-01,19,1207.21
"316/NC885",4491,"Male",28,2017-04-01,19,201.52
"316/NC885",4492,"Female",64,2017-04-01,19,932.86
"316/NC885",4493,"Male",50,2017-04-01,19,878.42
"316/NC885",4494,"Female",45,2017-04-01,19,823.21
"316/NC885",4495,"Male",37,2017-04-01,19,0
"316/OM882",1294,"Female",45,2017-02-01,21,1021.29
"316/OM882",1295,"Female",44,2017-02-01,21,0
"316/OM882",1296,"Female",32,2017-02-01,21,339.91
"316/OM882",1297,"Male",55,2017-02-01,21,1122.15
"316/OM882",1298,"Female",40,2017-02-01,21,596.28
"316/OM882",1299,"Male",58,2017-02-01,21,1367.51
"316/QO278",23153,"Female",52,2017-02-01,21,0
"316/QO278",23154,"Male",34,2017-02-01,21,1245.74
"316/QO278",23155,"Male",22,2017-02-01,21,272.35
"316/YH645",69634,"Male",38,2016-10-01,25,594.73
"316/YH645",69635,"Female",42,2016-10-01,25,0
"317/AE907",66590,"Male",59,2016-02-01,33,2424.09
"317/AE907",66591,"Female",38,2016-02-01,33,0
"317/AE907",66592,"Male",25,2016-02-01,33,1575.12
"317/AH478",32851,"Male",46,2017-02-01,21,1116.78
"317/AH478",32852,"Male",55,2017-02-01,21,3141.92
"317/AH478",32853,"Female",45,2017-02-01,21,1130.52
"317/AH478",32854,"Male",60,2017-02-01,21,1453.95
"317/AH478",32855,"Male",57,2017-02-01,21,2218.47
"317/BO579",66058,"Male",51,2017-02-01,21,0
"317/BO579",66059,"Male",35,2017-02-01,21,0
"317/BO579",66060,"Male",41,2017-02-01,21,0
"317/BO579",66061,"Male",41,2017-02-01,21,1408.05
"317/BO579",66062,"Male",33,2017-02-01,21,1294.79
"317/BT925",74640,"Male",46,2016-07-01,28,554.44
"317/BT925",74641,"Female",60,2016-07-01,28,4334
"317/BT925",74642,"Male",44,2016-07-01,28,0
"317/BT925",74643,"Female",40,2016-07-01,28,4802.19
"317/CP322",3654,"Male",50,2016-06-01,29,0
"317/CP322",3655,"Male",48,2016-06-01,29,1581.82
"317/CP322",3656,"Male",31,2016-06-01,29,1845.27
"317/CP322",3657,"Female",34,2016-06-01,29,0
"317/CP322",3658,"Female",33,2016-06-01,29,3465.55
"317/CP322",3659,"Male",54,2016-06-01,29,0
"317/EY870",27805,"Male",48,2017-02-01,21,2721.33
"317/EY870",27806,"Female",58,2017-02-01,21,2808.14
"317/EY870",27807,"Male",43,2017-02-01,21,2127.56
"317/EY870",27808,"Male",28,2017-02-01,21,922.68
"317/GN728",14686,"Female",46,2016-07-01,28,707.28
"317/GN728",14687,"Female",51,2016-07-01,28,0
"317/GR319",49818,"Female",31,2016-06-01,29,586.92
"317/GR319",49819,"Female",39,2016-06-01,29,1019.9
"317/GR319",49820,"Female",47,2016-06-01,29,3140.08
"317/GR319",49821,"Male",52,2016-06-01,29,679.16
"317/GR319",49822,"Male",24,2016-06-01,29,866.28
"317/HK590",33687,"Male",47,2017-04-01,19,2124.23
"317/HK590",33688,"Male",47,2017-04-01,19,4159.19
"317/HK590",33689,"Female",54,2017-04-01,19,0
"317/HK590",33690,"Female",30,2017-04-01,19,3496.73
"317/HK590",33691,"Male",64,2017-04-01,19,0
"317/HK590",33692,"Female",50,2017-04-01,19,1323.06
"317/HV375",44011,"Female",47,2017-02-01,21,1007.8
"317/HV375",44012,"Female",42,2017-02-01,21,692.09
"317/HV375",44013,"Male",41,2017-02-01,21,0
"317/HV375",44014,"Male",47,2017-02-01,21,0
"317/MM666",62729,"Male",35,2017-01-01,22,0
"317/MM666",62730,"Female",30,2017-01-01,22,898.7
"317/MM666",62731,"Male",34,2017-01-01,22,0
"317/MM666",62732,"Female",33,2017-01-01,22,782.16
"317/MM666",62733,"Male",48,2017-01-01,22,4042.45
"317/MM666",62734,"Female",36,2017-01-01,22,0
"317/MM666",62735,"Female",51,2017-01-01,22,1247.3
"317/MM666",62736,"Male",46,2017-01-01,22,1614.16
"317/OM829",71600,"Male",38,2016-07-01,28,0
"317/OM829",71601,"Male",34,2016-07-01,28,0
"317/QM266",40629,"Male",37,2017-01-01,22,505.53
"317/QM266",40630,"Female",37,2017-01-01,22,1238.47
"317/QM266",40631,"Female",64,2017-01-01,22,0
"317/TG582",18923,"Female",49,2017-02-01,21,0
"317/TG582",18924,"Male",42,2017-02-01,21,0
"317/TG582",18925,"Female",42,2017-02-01,21,0
"317/TG582",18926,"Male",55,2017-02-01,21,0
"317/TG582",18927,"Male",35,2017-02-01,21,0
"317/TG582",18928,"Male",40,2017-02-01,21,355.46
"317/UA942",71744,"Male",27,2016-10-01,25,2056.15
"317/UA942",71745,"Female",27,2016-10-01,25,3511.08
"317/UA942",71746,"Female",50,2016-10-01,25,2395.44
"317/UA942",71747,"Female",60,2016-10-01,25,1246.35
"317/UA942",71748,"Female",24,2016-10-01,25,875.87
"317/WU753",48197,"Male",46,2016-11-01,24,0
"317/WU753",48198,"Male",26,2016-11-01,24,811.34
"317/WU753",48199,"Female",48,2016-11-01,24,0
"317/WU753",48200,"Female",44,2016-11-01,24,625.69
"317/WU753",48201,"Female",45,2016-11-01,24,636.97
"317/ZL745",18323,"Male",37,2016-10-01,25,1165.91
"317/ZL745",18324,"Female",31,2016-10-01,25,0
"317/ZL745",18325,"Male",63,2016-10-01,25,1600.92
"317/ZL745",18326,"Male",41,2016-10-01,25,0
"317/ZL745",18327,"Male",31,2016-10-01,25,1116.51
"318/CB308",23160,"Female",60,2016-03-01,32,7277.16
"318/CB308",23161,"Female",55,2016-03-01,32,0
"318/CB308",23162,"Male",49,2016-03-01,32,2247.48
"318/CB308",23163,"Male",43,2016-03-01,32,902.1
"318/CB308",23164,"Male",38,2016-03-01,32,1309.63
"318/CB308",23165,"Female",35,2016-03-01,32,622.68
"318/CB308",23166,"Male",42,2016-03-01,32,984.91
"318/CX482",39750,"Male",37,2017-02-01,21,1244.45
"318/CX482",39751,"Male",52,2017-02-01,21,0
"318/CX482",39752,"Male",43,2017-02-01,21,1307.98
"318/CX482",39753,"Male",45,2017-02-01,21,0
"318/CX482",39754,"Male",42,2017-02-01,21,0
"318/CX482",39755,"Male",49,2017-02-01,21,2405.36
"318/DS854",69264,"Female",33,2016-11-01,24,0
"318/DS854",69265,"Male",36,2016-11-01,24,842.14
"318/DS854",69266,"Male",43,2016-11-01,24,0
"318/DS854",69267,"Female",55,2016-11-01,24,1646.34
"318/DS854",69268,"Female",41,2016-11-01,24,0
"318/EQ134",5399,"Female",35,2016-08-01,27,1617.22
"318/EQ134",5400,"Female",31,2016-08-01,27,0
"318/EQ134",5401,"Female",55,2016-08-01,27,676.51
"318/EQ134",5402,"Female",26,2016-08-01,27,1289.29
"318/EZ628",22515,"Male",48,2016-07-01,28,2814.46
"318/EZ628",22516,"Male",47,2016-07-01,28,1943.24
"318/EZ628",22517,"Male",32,2016-07-01,28,615.39
"318/HJ198",76288,"Male",34,2017-04-01,19,1603.43
"318/HJ198",76289,"Male",56,2017-04-01,19,2574.14
"318/HJ198",76290,"Female",32,2017-04-01,19,1722.01
"318/HJ198",76291,"Male",40,2017-04-01,19,1029.14
"318/HJ198",76292,"Male",44,2017-04-01,19,0
"318/HJ198",76293,"Male",38,2017-04-01,19,636.23
"318/HK426",61868,"Female",59,2016-07-01,28,1270.24
"318/HK426",61869,"Male",48,2016-07-01,28,4190.18
"318/HK426",61870,"Male",55,2016-07-01,28,1480.03
"318/HK426",61871,"Female",40,2016-07-01,28,1391.19
"318/HK426",61872,"Female",35,2016-07-01,28,2388.79
"318/HN689",72156,"Female",52,2017-04-01,19,2847.23
"318/HN689",72157,"Male",51,2017-04-01,19,1198.67
"318/HN689",72158,"Female",47,2017-04-01,19,7090.49
"318/HN689",72159,"Male",45,2017-04-01,19,0
"318/HT477",2772,"Male",37,2017-02-01,21,491.57
"318/HT477",2773,"Male",54,2017-02-01,21,1583.85
"318/HT477",2774,"Male",34,2017-02-01,21,0
"318/HT477",2775,"Male",45,2017-02-01,21,1817.51
"318/IG689",18227,"Male",47,2017-04-01,19,581.04
"318/IG689",18228,"Male",46,2017-04-01,19,552.55
"318/IG689",18229,"Male",37,2017-04-01,19,0
"318/IG689",18230,"Male",59,2017-04-01,19,1153.28
"318/IL265",76836,"Male",21,2017-01-01,22,0
"318/IL265",76837,"Male",45,2017-01-01,22,1225.82
"318/IL265",76838,"Female",29,2017-01-01,22,328.71
"318/IL265",76839,"Male",37,2017-01-01,22,462.12
"318/IL265",76840,"Female",48,2017-01-01,22,5930.08
"318/KH509",45929,"Female",31,2016-03-01,32,444.82
"318/KH509",45930,"Male",28,2016-03-01,32,1275.14
"318/KH509",45931,"Female",36,2016-03-01,32,0
"318/KH509",45932,"Female",60,2016-03-01,32,2051.16
"318/KP771",6394,"Male",45,2017-02-01,21,1958.98
"318/KP771",6395,"Female",29,2017-02-01,21,493.29
"318/KP771",6396,"Male",27,2017-02-01,21,588.92
"318/KP771",6397,"Male",41,2017-02-01,21,0
"318/KP771",6398,"Female",35,2017-02-01,21,596.91
"318/KZ541",63483,"Male",54,2016-10-01,25,0
"318/KZ541",63484,"Male",38,2016-10-01,25,2284.55
"318/KZ541",63485,"Male",39,2016-10-01,25,1177.94
"318/KZ541",63486,"Male",59,2016-10-01,25,959.92
"318/KZ541",63487,"Female",48,2016-10-01,25,0
"318/KZ541",63488,"Male",36,2016-10-01,25,1380.67
"318/MQ808",31261,"Male",24,2016-03-01,32,0
"318/MQ808",31262,"Female",37,2016-03-01,32,1739.1
"318/MQ808",31263,"Female",58,2016-03-01,32,2693.1
"318/MQ808",31264,"Male",61,2016-03-01,32,5969.71
"318/MY536",56781,"Male",46,2016-08-01,27,1306.61
"318/MY536",56782,"Male",59,2016-08-01,27,0
"318/MY536",56783,"Male",60,2016-08-01,27,1845.34
"318/MY536",56784,"Male",40,2016-08-01,27,0
"318/MY536",56785,"Male",59,2016-08-01,27,1106.81
"318/SF407",3353,"Female",44,2016-02-01,33,1085.07
"318/SF407",3354,"Male",37,2016-02-01,33,3683.02
"318/SF407",3355,"Male",52,2016-02-01,33,0
"318/SF407",3356,"Female",46,2016-02-01,33,0
"318/SF407",3357,"Male",53,2016-02-01,33,3178.36
"318/SF407",3358,"Male",24,2016-02-01,33,5249.66
"318/SF407",3359,"Male",31,2016-02-01,33,0
"318/SF407",3360,"Male",37,2016-02-01,33,2775.06
"318/SF407",3361,"Male",37,2016-02-01,33,0
"318/SR811",70209,"Male",46,2016-03-01,32,1994.09
"318/SR811",70210,"Female",44,2016-03-01,32,592
"318/SR811",70211,"Female",38,2016-03-01,32,460.79
"318/SR811",70212,"Female",31,2016-03-01,32,0
"318/SR811",70213,"Female",25,2016-03-01,32,0
"318/SR811",70214,"Male",43,2016-03-01,32,2536.71
"318/UZ245",39722,"Male",49,2016-10-01,25,0
"318/UZ245",39723,"Female",39,2016-10-01,25,1593.66
"318/UZ245",39724,"Male",33,2016-10-01,25,2439.77
"318/WE648",69518,"Male",56,2016-11-01,24,4124.63
"318/WE648",69519,"Female",28,2016-11-01,24,3934.49
"318/WE648",69520,"Male",36,2016-11-01,24,837.52
"318/WE648",69521,"Female",43,2016-11-01,24,13748.81
"318/WE648",69522,"Male",32,2016-11-01,24,1107.4
"318/WL890",51336,"Male",58,2017-04-01,19,1223.96
"318/WL890",51337,"Female",34,2017-04-01,19,1329.61
"318/YS841",44847,"Male",48,2016-10-01,25,1717.99
"318/YS841",44848,"Male",40,2016-10-01,25,665.58
"318/YS841",44849,"Male",35,2016-10-01,25,1963.21
"318/YS841",44850,"Male",32,2016-10-01,25,3415.98
"318/YS841",44851,"Female",38,2016-10-01,25,2140.61
"318/ZB245",20436,"Female",43,2016-10-01,25,4064.18
"318/ZB245",20437,"Female",45,2016-10-01,25,0
"318/ZB245",20438,"Female",50,2016-10-01,25,1056.66
"318/ZB245",20439,"Male",62,2016-10-01,25,2651.43
"318/ZB245",20440,"Male",36,2016-10-01,25,506.65
"319/AC967",51271,"Male",53,2017-01-01,22,2578.38
"319/AC967",51272,"Female",45,2017-01-01,22,2263.11
"319/AC967",51273,"Female",59,2017-01-01,22,1924.28
"319/AC967",51274,"Female",52,2017-01-01,22,3308.22
"319/CC783",27686,"Male",39,2017-02-01,21,2901.03
"319/CC783",27687,"Male",46,2017-02-01,21,0
"319/CC783",27688,"Female",36,2017-02-01,21,1608.48
"319/CF476",48069,"Male",57,2017-02-01,21,2553.87
"319/CF476",48070,"Female",58,2017-02-01,21,0
"319/CF476",48071,"Male",46,2017-02-01,21,0
"319/CF476",48072,"Male",50,2017-02-01,21,3240
"319/CF476",48073,"Male",55,2017-02-01,21,0
"319/CF476",48074,"Female",27,2017-02-01,21,373.3
"319/CF476",48075,"Female",38,2017-02-01,21,1354.36
"319/CL469",18356,"Male",49,2017-01-01,22,0
"319/CL469",18357,"Male",41,2017-01-01,22,0
"319/CX543",23390,"Female",31,2016-10-01,25,1903.67
"319/CX543",23391,"Male",50,2016-10-01,25,1486.06
"319/CX543",23392,"Male",44,2016-10-01,25,1511.73
"319/CX543",23393,"Female",58,2016-10-01,25,0
"319/CX543",23394,"Female",46,2016-10-01,25,0
"319/CX543",23395,"Male",44,2016-10-01,25,1601.49
"319/CZ450",16463,"Female",46,2016-11-01,24,3360.41
"319/CZ450",16464,"Male",46,2016-11-01,24,0
"319/CZ450",16465,"Male",24,2016-11-01,24,978.67
"319/CZ450",16466,"Female",47,2016-11-01,24,1011.53
"319/DA580",74926,"Male",43,2017-02-01,21,1763.69
"319/DA580",74927,"Female",51,2017-02-01,21,0
"319/DA580",74928,"Male",49,2017-02-01,21,562.99
"319/DA580",74929,"Male",59,2017-02-01,21,1404.12
"319/DA580",74930,"Female",49,2017-02-01,21,382.42
"319/DA580",74931,"Male",27,2017-02-01,21,5575.21
"319/DQ458",38483,"Male",52,2017-01-01,22,0
"319/DQ458",38484,"Female",45,2017-01-01,22,3057.18
"319/DQ458",38485,"Male",49,2017-01-01,22,2555.31
"319/DQ458",38486,"Female",25,2017-01-01,22,754.2
"319/DQ458",38487,"Male",60,2017-01-01,22,4917.18
"319/DQ458",38488,"Male",29,2017-01-01,22,0
"319/DQ458",38489,"Female",49,2017-01-01,22,373.01
"319/DQ458",38490,"Male",55,2017-01-01,22,3281.56
"319/EW999",72017,"Male",26,2017-04-01,19,385.14
"319/EW999",72018,"Female",35,2017-04-01,19,1045.49
"319/EW999",72019,"Male",46,2017-04-01,19,457.61
"319/EW999",72020,"Male",31,2017-04-01,19,231.64
"319/GG239",25722,"Male",41,2016-10-01,25,1329.14
"319/GG239",25723,"Female",40,2016-10-01,25,593.11
"319/GG239",25724,"Male",34,2016-10-01,25,0
"319/GG239",25725,"Male",40,2016-10-01,25,836.12
"319/GG239",25726,"Female",44,2016-10-01,25,0
"319/GG239",25727,"Female",35,2016-10-01,25,438.31
"319/HP212",26345,"Male",30,2016-04-01,31,1624.61
"319/HP212",26346,"Male",40,2016-04-01,31,1335.93
"319/HP212",26347,"Male",29,2016-04-01,31,710.21
"319/HP212",26348,"Female",21,2016-04-01,31,0
"319/HP212",26349,"Male",39,2016-04-01,31,1638.58
"319/HP212",26350,"Male",40,2016-04-01,31,2585.15
"319/HU799",17389,"Male",36,2017-04-01,19,2238.06
"319/HU799",17390,"Male",24,2017-04-01,19,354.96
"319/HU799",17391,"Female",46,2017-04-01,19,0
"319/JF552",41275,"Female",64,2016-11-01,24,0
"319/JF552",41276,"Female",32,2016-11-01,24,2258.44
"319/JF552",41277,"Female",51,2016-11-01,24,0
"319/JF552",41278,"Female",64,2016-11-01,24,10665.09
"319/JF552",41279,"Male",60,2016-11-01,24,2402.17
"319/JV116",72279,"Female",30,2016-04-01,31,918.08
"319/JV116",72280,"Female",51,2016-04-01,31,1700.11
"319/JV116",72281,"Female",60,2016-04-01,31,3406.47
"319/JV116",72282,"Female",50,2016-04-01,31,689.48
"319/JV116",72283,"Male",47,2016-04-01,31,714.77
"319/JV116",72284,"Male",49,2016-04-01,31,1424.47
"319/LO958",77533,"Male",59,2017-01-01,22,372.62
"319/LO958",77534,"Female",56,2017-01-01,22,1721.97
"319/LO958",77535,"Female",27,2017-01-01,22,1880.4
"319/LO958",77536,"Male",43,2017-01-01,22,1210.86
"319/OM561",35614,"Male",25,2017-01-01,22,0
"319/OM561",35615,"Male",43,2017-01-01,22,5146.8
"319/OM561",35616,"Male",30,2017-01-01,22,1874.22
"319/OM561",35617,"Male",50,2017-01-01,22,1297.15
"319/OM561",35618,"Female",42,2017-01-01,22,0
"319/OM561",35619,"Male",29,2017-01-01,22,573.22
"319/OQ183",37691,"Male",52,2017-02-01,21,1383.98
"319/OQ183",37692,"Male",33,2017-02-01,21,1838.11
"319/OQ183",37693,"Male",43,2017-02-01,21,2420.19
"319/OQ183",37694,"Female",28,2017-02-01,21,2089.16
"319/OQ183",37695,"Male",56,2017-02-01,21,2729.62
"319/OQ183",37696,"Male",45,2017-02-01,21,4402.54
"319/PY438",47639,"Female",52,2016-10-01,25,3947.02
"319/PY438",47640,"Female",46,2016-10-01,25,699.3
"319/PY438",47641,"Male",38,2016-10-01,25,1404.09
"319/PY438",47642,"Male",52,2016-10-01,25,2991.4
"319/PY438",47643,"Female",42,2016-10-01,25,0
"319/RM633",65512,"Male",35,2016-08-01,27,2869.23
"319/RM633",65513,"Female",24,2016-08-01,27,702.17
"319/RM633",65514,"Male",36,2016-08-01,27,1490.16
"319/RM633",65515,"Male",39,2016-08-01,27,1237.83
"319/RM633",65516,"Female",51,2016-08-01,27,1216.48
"319/TV353",26963,"Male",37,2016-11-01,24,2567.61
"319/TV353",26964,"Female",47,2016-11-01,24,1254.79
"319/TV353",26965,"Male",48,2016-11-01,24,603.69
"319/WN715",32499,"Male",44,2016-04-01,31,1551.56
"319/WN715",32500,"Female",42,2016-04-01,31,0
"319/WN715",32501,"Female",37,2016-04-01,31,2249.45
"319/WN715",32502,"Male",54,2016-04-01,31,2357.18
"319/WN715",32503,"Male",46,2016-04-01,31,1041.36
"320/CE112",56350,"Female",40,2016-04-01,31,0
"320/CE112",56351,"Male",29,2016-04-01,31,879.11
"320/CE112",56352,"Male",36,2016-04-01,31,1829.61
"320/CE112",56353,"Male",34,2016-04-01,31,849.91
"320/CQ764",53042,"Female",43,2017-01-01,22,2006.35
"320/CQ764",53043,"Female",52,2017-01-01,22,2449.92
"320/CQ764",53044,"Female",41,2017-01-01,22,2215.79
"320/CQ764",53045,"Female",51,2017-01-01,22,0
"320/CQ764",53046,"Male",40,2017-01-01,22,0
"320/CR907",22,"Female",42,2016-02-01,33,0
"320/CR907",23,"Female",42,2016-02-01,33,974.5
